grpcnt,rptcnt,type,A,B,name,Eng_lab,French_lab,Swahililab,label::English,label::Français,label::Swahili,calculation,appearance,hint::English,hint::Français,hint::Swahili,relevant,default,constraint,constraint_message::English,constraint_message::Français,constraint_message::Swahili,required,repeat_count
4,1,begin group,3,,r3,3,3,0,3,0,,,,,,,${crop_1}!='99' and ${crop_1}!='97' and ${crop_2}!='99' and ${crop_3}!='99' and (${crop_3}='7' or ${crop_3}='8' or ${crop_3}='9' or ${crop_3}='10'),,,,,,,
4,1,integer,3,,sow_3,How much did you sow,Combien est-ce que vous avez planté/semé?,Combien est-ce que vous avez planté/semé?,Combien est-ce que vous avez planté/semé?,Combien est-ce que vous avez planté/semé?,Ulipanda mimea (mbegu) ngapi?,,,Notez la quantité. Untiés dans le page prochain,Notez la quantité. Untiés dans le page prochain,,,,,,,,yes,
4,1,select_one units_volume,4,,sowunit_3,Please indicate the unit.,Unité,Unité,Unité,Unité,Kipimo,,,,,,,,,,,,yes,
4,1,select_one seedsupply_list,5,,seedsupply_3,How did you get the seeds,Comment est-ce que vous avez obtenu les semences?,Comment est-ce que vous avez obtenu les semences?,Comment est-ce que vous avez obtenu les semences?,Comment est-ce que vous avez obtenu les semences?,Ulipata mbengu namna gani?,,,,,,,,,,,,yes,
4,1,text,6,,seedsupplyngo_3,What is the name of the NGO?,Quel est le nom d'ONG?,Quel est le nom d'ONG?,Quel est le nom d'ONG?,Quel est le nom d'ONG?,Jina la ONG ni gani?,,,,,,${seedsupply_3}='6',,,,,,yes,
4,1,text,7,,seedsupplyneigh_3,What is the name of the person?,Quel est le nom de personne?,Quel est le nom de personne?,Quel est le nom de personne?,Quel est le nom de personne?,Jina la mtu ni nani?,,,,,,${seedsupply_3}='3' or ${seedsupply_3}='4' or ${seedsupply_3}='5',,,,,,yes,
4,1,select_one harvestyn_list,8,,harvestyn_3,Have you finished harvesting this crop?,Est que vous avez déja fini la récolte de cette culture?,Est que vous avez déja fini la récolte de cette culture?,Est que vous avez déja fini la récolte de cette culture?,Est que vous avez déja fini la récolte de cette culture?,Umekwisha maliza kuvuna mbegu hiyi? ,,,,,,,,,,,,yes,
4,1,integer,9,,harvest_3,How much did you harvest?,Combien est-ce que vous avez récolté?,Combien est-ce que vous avez récolté?,Combien est-ce que vous avez récolté?,Combien est-ce que vous avez récolté?,Ulipata mavuno kiasi gani?,,,"Si on avait pas encore recolté, il faut estimer la prouction.
Notez la quantité. Untiés dans le page prochain.","Si on avait pas encore recolté, il faut estimer la prouction.
Notez la quantité. Untiés dans le page prochain.",,,,,,,,yes,
4,1,select_one units_volume,10,,harvestunit_3,Please indicate the unit.,Unité,Unité,Unité,Unité,kipimo,,,,,,,,,,,,yes,
4,1,integer,11,,cropsell_3,How much did you sell?,Combien est-ce que vous avez vendu?,Combien est-ce que vous avez vendu?,Combien est-ce que vous avez vendu?,Combien est-ce que vous avez vendu?,Uliuzisha mavuno kiasi gani?,,"If no sale, enter 0. ","Si pas de vente, notez 0. 
","Si pas de vente, notez 0. 
",,,,,,,,yes,
4,1,select_one units_volume,12,,cropsellunit_3,Please indicate the unit.,Unité,Unité,Unité,Unité,Kipimo,,,Notez l'unité de mesure.,Notez l'unité de mesure.,,${cropsell_3}>0,,,,,,yes,
4,1,integer,13,,sellprice_3,What is the price?,Pour quel prix avez-vous vendu la récolte?,Pour quel prix avez-vous vendu la récolte?,Pour quel prix avez-vous vendu la récolte?,Pour quel prix avez-vous vendu la récolte?,Uliuzisha mavuno kwa bei gani?,,Enter the unit and currency below,"Notez le quantité.
Par exemple, si le prix est 10 dollar par kilo, notez 10 ici et les unités de monnaie ($) et mesure (KG) dans les page prochaines","Notez le quantité.
Par exemple, si le prix est 10 dollar par kilo, notez 10 ici et les unités de monnaie ($) et mesure (KG) dans les page prochaines",,${cropsell_3}>0,,,,,,yes,
4,1,select_one currency_list,14,,sellpricecurr_3,What currency?,Monnaie,Monnaie,Monnaie,Monnaie,Pesa gani,,,"Notez l'unité de monnaie
Par exemple, si le prix est 10 dollar par kilo, notez dollar ici et les unités de mesure (kg) dans le page prochaine","Notez l'unité de monnaie
Par exemple, si le prix est 10 dollar par kilo, notez dollar ici et les unités de mesure (kg) dans le page prochaine",,${cropsell_3}>0,,,,,,yes,
4,1,select_one units_volume,15,,sellpriceunit_3,What unit?,Unité,Unité,Unité,Unité,Uliuzisha kwa kipimo gani?,,,"Notez le mesure d'unités utilisé par l'enqueté
Par exemple, si le prix est 10 dollar par kilo, notez KG ici.","Notez le mesure d'unités utilisé par l'enqueté
Par exemple, si le prix est 10 dollar par kilo, notez KG ici.",,${cropsell_3}>0,,,,,,yes,
4,1,select_one markettiming_list,16,,saletime_3,When did you sell?,Quand est-ce que vous avez vendu la récolte?,Quand est-ce que vous avez vendu la récolte?,Quand est-ce que vous avez vendu la récolte?,Quand est-ce que vous avez vendu la récolte?,Uliuzisha hii mavuno wakati gani?,,,,,,${cropsell_3}>0,,,,,,yes,
4,1,select_one marketing_list,17,,cropmarket_3,Where did you sell?,Ou est-ce que vous avez vendu la récolte?,Ou est-ce que vous avez vendu la récolte?,Ou est-ce que vous avez vendu la récolte?,Ou est-ce que vous avez vendu la récolte?,Uliuzisha hii mavuno wapi?,,,,,,${cropsell_3}>0,,,,,,yes,
4,1,text,18,,cropmarketother_3,Specify other,Specifiez,Specifiez,Specifiez,Specifiez,Pana mwangaza (Fafanuwa),,,,,,${cropsell_3}>0 and ${cropmarket_3} = '5',,,,,,yes,
3,1,end group,,,,,,,,,,,,,,,,,,,,,,
3,1,select_one crop_list,1,,crop_4,Please select the fourthmost important crop on this field,Quelle est la recolte la quattrième plus importante dans ce champ pour le saison actuel?,Quelle est la recolte la quattrième plus importante dans ce champ pour le saison actuel?,Quelle est la recolte la quattrième plus importante dans ce champ pour le saison actuel?,Quelle est la recolte la quattrième plus importante dans ce champ pour le saison actuel?,Mmea gani ambao ni wa inne kwa umuhimu ndani ya shamba kwa kipindi hiki cha kilimo?,,,"Rappelez vous: les questions sont pour le dernier saison.
On demande les questions sur les quantités etc. seulement pous les legumineux. Pour les autres cultures ils seront sauté.","Rappelez vous: les questions sont pour le dernier saison.
On demande les questions sur les quantités etc. seulement pous les legumineux. Pour les autres cultures ils seront sauté.",,${crop_1}!='99' and ${crop_2}!='99' and ${crop_3}!='99',,,,,,yes,
3,1,text,2,,crop_other_4,specify other,Specifiez,Specifiez,Specifiez,Specifiez,Pana mwangaza (Fafanuwa),,,,,,${crop_4}='96',,,,,,yes,
4,1,begin group,4,,r4,4,4,0,4,0,,,,,,,${crop_1}!='99' and ${crop_1}!='97' and ${crop_2}!='99' and ${crop_3}!='99' and ${crop_4}!='99' and (${crop_4}='7' or ${crop_4}='8' or ${crop_4}='9' or ${crop_4}='10'),,,,,,,
4,1,integer,3,,sow_4,How much did you sow,Combien est-ce que vous avez planté/semé?,Combien est-ce que vous avez planté/semé?,Combien est-ce que vous avez planté/semé?,Combien est-ce que vous avez planté/semé?,Ulipanda mimea (mbegu) ngapi?,,,Notez la quantité. Untiés dans le page prochain,Notez la quantité. Untiés dans le page prochain,,,,,,,,yes,
4,1,select_one units_volume,4,,sowunit_4,Please indicate the unit.,Unité,Unité,Unité,Unité,Kipimo,,,,,,,,,,,,yes,
4,1,select_one seedsupply_list,5,,seedsupply_4,How did you get the seeds,Comment est-ce que vous avez obtenu les semences?,Comment est-ce que vous avez obtenu les semences?,Comment est-ce que vous avez obtenu les semences?,Comment est-ce que vous avez obtenu les semences?,Ulipata mbengu namna gani?,,,,,,,,,,,,yes,
4,1,text,6,,seedsupplyngo_4,What is the name of the NGO?,Quel est le nom d'ONG?,Quel est le nom d'ONG?,Quel est le nom d'ONG?,Quel est le nom d'ONG?,Jina la ONG ni gani?,,,,,,${seedsupply_4}='6',,,,,,yes,
4,1,text,7,,seedsupplyneigh_4,What is the name of the person?,Quel est le nom de personne?,Quel est le nom de personne?,Quel est le nom de personne?,Quel est le nom de personne?,Jina la mtu ni nani?,,,,,,${seedsupply_4}='3' or ${seedsupply_4}='4' or ${seedsupply_4}='5',,,,,,yes,
4,1,select_one harvestyn_list,8,,harvestyn_4,Have you finished harvesting this crop?,Est que vous avez déja fini la récolte de cette culture?,Est que vous avez déja fini la récolte de cette culture?,Est que vous avez déja fini la récolte de cette culture?,Est que vous avez déja fini la récolte de cette culture?,Umekwisha maliza kuvuna mbegu hiyi? ,,,,,,,,,,,,yes,
4,1,integer,9,,harvest_4,How much did you harvest?,Combien est-ce que vous avez récolté?,Combien est-ce que vous avez récolté?,Combien est-ce que vous avez récolté?,Combien est-ce que vous avez récolté?,Ulipata mavuno kiasi gani?,,,"Si on avait pas encore recolté, il faut estimer la prouction.
Notez la quantité. Untiés dans le page prochain.","Si on avait pas encore recolté, il faut estimer la prouction.
Notez la quantité. Untiés dans le page prochain.",,,,,,,,yes,
4,1,select_one units_volume,10,,harvestunit_4,Please indicate the unit.,Unité,Unité,Unité,Unité,kipimo,,,,,,,,,,,,yes,
4,1,integer,11,,cropsell_4,How much did you sell?,Combien est-ce que vous avez vendu?,Combien est-ce que vous avez vendu?,Combien est-ce que vous avez vendu?,Combien est-ce que vous avez vendu?,Uliuzisha mavuno kiasi gani?,,"If no sale, enter 0. ","Si pas de vente, notez 0. 
","Si pas de vente, notez 0. 
",,,,,,,,yes,
4,1,select_one units_volume,12,,cropsellunit_4,Please indicate the unit.,Unité,Unité,Unité,Unité,Kipimo,,,Notez l'unité de mesure.,Notez l'unité de mesure.,,${cropsell_4}>0,,,,,,yes,
4,1,integer,13,,sellprice_4,What is the price?,Pour quel prix avez-vous vendu la récolte?,Pour quel prix avez-vous vendu la récolte?,Pour quel prix avez-vous vendu la récolte?,Pour quel prix avez-vous vendu la récolte?,Uliuzisha mavuno kwa bei gani?,,Enter the unit and currency below,"Notez le quantité.
Par exemple, si le prix est 10 dollar par kilo, notez 10 ici et les unités de monnaie ($) et mesure (KG) dans les page prochaines","Notez le quantité.
Par exemple, si le prix est 10 dollar par kilo, notez 10 ici et les unités de monnaie ($) et mesure (KG) dans les page prochaines",,${cropsell_4}>0,,,,,,yes,
4,1,select_one currency_list,14,,sellpricecurr_4,What currency?,Monnaie,Monnaie,Monnaie,Monnaie,Pesa gani,,,"Notez l'unité de monnaie
Par exemple, si le prix est 10 dollar par kilo, notez dollar ici et les unités de mesure (kg) dans le page prochaine","Notez l'unité de monnaie
Par exemple, si le prix est 10 dollar par kilo, notez dollar ici et les unités de mesure (kg) dans le page prochaine",,${cropsell_4}>0,,,,,,yes,
4,1,select_one units_volume,15,,sellpriceunit_4,What unit?,Unité,Unité,Unité,Unité,Uliuzisha kwa kipimo gani?,,,"Notez le mesure d'unités utilisé par l'enqueté
Par exemple, si le prix est 10 dollar par kilo, notez KG ici.","Notez le mesure d'unités utilisé par l'enqueté
Par exemple, si le prix est 10 dollar par kilo, notez KG ici.",,${cropsell_4}>0,,,,,,yes,
4,1,select_one markettiming_list,16,,saletime_4,When did you sell?,Quand est-ce que vous avez vendu la récolte?,Quand est-ce que vous avez vendu la récolte?,Quand est-ce que vous avez vendu la récolte?,Quand est-ce que vous avez vendu la récolte?,Uliuzisha hii mavuno wakati gani?,,,,,,${cropsell_4}>0,,,,,,yes,
4,1,select_one marketing_list,17,,cropmarket_4,Where did you sell?,Ou est-ce que vous avez vendu la récolte?,Ou est-ce que vous avez vendu la récolte?,Ou est-ce que vous avez vendu la récolte?,Ou est-ce que vous avez vendu la récolte?,Uliuzisha hii mavuno wapi?,,,,,,${cropsell_4}>0,,,,,,yes,
4,1,text,18,,cropmarketother_4,Specify other,Specifiez,Specifiez,Specifiez,Specifiez,Pana mwangaza (Fafanuwa),,,,,,${cropsell_4}>0 and ${cropmarket_4} = '5',,,,,,yes,
3,1,end group,,,,,,,,,,,,,,,,,,,,,,
2,1,end group,,,,,,,,,,,,,,,,,,,,,,
2,1,note,,,note_agr_otherquestions,"I will now ask questions on the dimensions of the plot, the access to the plot, who worked on the plot, and on which inputs have been used on the plot.","D'abord, je vais vous poser questions sur les dimensions du champ, sur l'access au champ, sur qui a travaille sur ce champ, et quelle intrants sont utilisé sur ce champ.","D'abord, je vais vous poser questions sur les dimensions du champ, sur l'access au champ, sur qui a travaille sur ce champ, et quelle intrants sont utilisé sur ce champ.","D'abord, je vais vous poser questions sur les dimensions du champ, sur l'access au champ, sur qui a travaille sur ce champ, et quelle intrants sont utilisé sur ce champ.","D'abord, je vais vous poser questions sur les dimensions du champ, sur l'access au champ, sur qui a travaille sur ce champ, et quelle intrants sont utilisé sur ce champ.","D'abord, je vais vous poser questions sur les dimensions du champ, sur l'access au champ, sur qui a travaille sur ce champ, et quelle intrants sont utilisé sur ce champ.",,,,,,,,,,,,,
3,1,begin group,2,,dim,Dimensions, Dimensions,Dimensions,Dimensions,Dimensions,,,,,,,,,,,,,,
3,1,integer,1,,distance,How far is the plot from your house?," Quelle est la distance du champ de votre maison? (Minutes au pied, aller seulement)","Quelle est la distance du champ de votre maison? (Minutes au pied, aller seulement)","Quelle est la distance du champ de votre maison? (Minutes au pied, aller seulement)","Quelle est la distance du champ de votre maison? (Minutes au pied, aller seulement)",Kutoka ku nyumba yako mpaka ku shamba ku na umbali gani?,,Enter the minutes walking,"Notez la distance en minutes, en pied, aller seulement","Notez la distance en minutes, en pied, aller seulement",,,,.<1000,,,,yes,
3,1,select_one surface_list,2,,surfaceformat,How large is the plot?, Quelle est la taille du champ?,Quelle est la taille du champ?,Quelle est la taille du champ?,Quelle est la taille du champ?,Hii shamba ina ukabwa gani? ,,Enter if the response is in the format length/with or in surface,Notez si le réponse est dans le format longeur/largeur ou superficie,Notez si le réponse est dans le format longeur/largeur ou superficie,,,,,,,,yes,
3,1,decimal,3,,long,How long is the plot?, Quelle est la longeur du champs?,Quelle est la longeur du champs?,Quelle est la longeur du champs?,Quelle est la longeur du champs?,Hii shamba ina urefu gani?,,Enter length in metres,Notez la longeur en metres,Notez la longeur en metres,,${surfaceformat}='1',,.<1000,,,,yes,
3,1,decimal,4,,wide,How wide is the plot?, Quelle est la largeur du champs?,Quelle est la largeur du champs?,Quelle est la largeur du champs?,Quelle est la largeur du champs?,Hii shamba ina upanda gani?,,Enter width in metres,Notez la largeur en metres,Notez la largeur en metres,,${surfaceformat}='1',,.<1000,,,,yes,
3,1,decimal,5,,surface,What is the area, Quelle est la superficie du champ?,Quelle est la superficie du champ?,Quelle est la superficie du champ?,Quelle est la superficie du champ?,"Ukichanga urefu na upanda, shamba lako ni la ukubwa gani? ",,,Notez l'unité de mesure dans le prochaine page,Notez l'unité de mesure dans le prochaine page,,${surfaceformat}='2',,,,,,yes,
3,1,select_one surfaceunits_list,6,,surfaceunits,What is the unit of measurement?, Quelle est l'unité de mesure?,Quelle est l'unité de mesure?,Quelle est l'unité de mesure?,Quelle est l'unité de mesure?,munatumikisha kipimo gani?,,,,,,${surfaceformat}='2',,,,,,yes,
2,1,end group,,,,,,,,,,,,,,,,,,,,,,
3,1,begin group,3,,use,Land use and Access, Utilisation et access de champ,Utilisation et access de champ,Utilisation et access de champ,Utilisation et access de champ,Matumizi ya  udongo na namna ya kuupata,,,,,,,,,,,,,
3,1,select_one plottype_list or_other,1,,plottype,What type of plot is it?," Ce champ, c'est quel type?","Ce champ, c'est quel type?","Ce champ, c'est quel type?","Ce champ, c'est quel type?",Shamba hii ni ya aina gani?,,,,,,,,,,,,yes,
3,1,select_one landuse_list,2,,plotuse,"Do you use this plot alone, or with other hosuehold?"," Est-ce que vous utilisez seul, ou avec des autres ménages?","Est-ce que vous utilisez seul, ou avec des autres ménages?","Est-ce que vous utilisez seul, ou avec des autres ménages?","Est-ce que vous utilisez seul, ou avec des autres ménages?","Est-ce que vous utilisez seul, ou avec des autres ménages?",,,,,,,,,,,,yes,
3,1,select_one household_list,3,,plotdecide,Which household member has the most say in the decisions regarding this plot?, Quel membre de ménage a le pouvoir des decisions plus grande concernant ce champ?,Quelle est la qualité du sol?,Quel membre de ménage a le pouvoir des decisions plus grande concernant ce champ?,Quel membre de ménage a le pouvoir des decisions plus grande concernant ce champ?,Quel membre de ménage a le pouvoir des decisions plus grande concernant ce champ?,,,,,,,,,,,,yes,
3,1,select_one soilqual_list,4,,soilqual,What is the soil quality, Quelle est la qualité du sol?,Comment vous avez l'access sur ce champ?,Quelle est la qualité du sol?,Quelle est la qualité du sol?,Udongo wa hii shamba ni wa aina gani (Je! una rutuba au hapana)?,,,Fertilité par rapport aux autres champs dans le village,Fertilité par rapport aux autres champs dans le village,,,,,,,,yes,
3,1,select_one landaccess_list,5,,plotaccess,How do you have access to this plot?, Comment vous avez l'access sur ce champ?,Comment vous avez l'access sur ce champ?,Comment vous avez l'access sur ce champ?,Comment vous avez l'access sur ce champ?,Ulipata shamba hii namna gani?,,,,,,,,,,,,yes,
3,1,select_one acquired_list,6,,plotacquired,F.4.3 How did you acquire this plot?, Comment vous avez obtenu ce champ?,Comment vous avez obtenu ce champ?,Comment vous avez obtenu ce champ?,Comment vous avez obtenu ce champ?,Shamba hii ni yako kwa njia gani?,,,,,,${plotaccess}='1',,,,,,yes,
3,1,select_one ownership_list,7,,plotownnonhh,Who owns this plot?, A qui appartient le champs ?,A qui appartient le champs ?,A qui appartient le champs ?,A qui appartient le champs ?,Shamba hii ni ya nani?,,,,,,${plotaccess}!='1',,,,,,yes,
3,1,text,8,,plot_ownnonother,Specify other, Specifiez. ,Specifiez. ,Specifiez. ,Specifiez. ,Pana mwangaza (Fafanuwa),,,,,,${plotownnonhh}='96',,,,,,yes,
2,1,end group,,,,,,,,,,,,,,,,,,,,,,
3,1,begin group,4,,pay,Payments for acces, Paiements pour l'access,Paiements pour l'access,Paiements pour l'access,Paiements pour l'access,Malipo juu ya kutumikisha udongo,,,,,,,,,,,,yes,
3,1,select_multiple plotpayment_list,1,,plotpay,How do you pay, Est-ce que vous paiez pour l'access a votre champs dans quelqu'un de ces manieres?,Est-ce que vous paiez pour l'access a votre champs dans quelqu'un de ces manieres?,Est-ce que vous paiez pour l'access a votre champs dans quelqu'un de ces manieres?,Est-ce que vous paiez pour l'access a votre champs dans quelqu'un de ces manieres?,Est-ce que vous paiez pour l'access a votre champs dans quelqu'un de ces manieres?,,,"Lisez les assertions en haut voix.
Si pas de paiements: laissez vide","Lisez les assertions en haut voix.
Si pas de paiements: laissez vide",,,,,,,,yes,
3,1,integer,2,,plotpay_dollar,How many dollars, Combien de dollar est-que vous paiez par année pour l'access?,Combien de dollar est-que vous paiez par année pour l'access?,Combien de dollar est-que vous paiez par année pour l'access?,Combien de dollar est-que vous paiez par année pour l'access?,Combien de dollar est-que vous paiez par année pour l'access?,,,,,,"selected(${plotpay},'1')",,,,,,yes,
3,1,integer,3,,plotpay_franc,How many francs, Combien de Franc Congolais est-que vous paiez par année pour l'access?,Combien de Franc Congolais est-que vous paiez par année pour l'access?,Combien de Franc Congolais est-que vous paiez par année pour l'access?,Combien de Franc Congolais est-que vous paiez par année pour l'access?,Combien de Franc Congolais est-que vous paiez par année pour l'access?,,,,,,"selected(${plotpay},'2')",,.>99,,,,yes,
3,1,integer,4,,plotpay_share,What share, Quel partie de récolte contribuez vous pour l'access?,Quel partie de récolte contribuez vous pour l'access?,Quel partie de récolte contribuez vous pour l'access?,Quel partie de récolte contribuez vous pour l'access?,Quel partie de récolte contribuez vous pour l'access?,,,Notez le pourcentage,Notez le pourcentage,,"selected(${plotpay},'3')",,.<=100,,,,yes,
3,1,text,5,,plotpay_other,Describe other, Décrivez l'autre manière dans laquelle vous payez,Décrivez l'autre manière dans laquelle vous payez,Décrivez l'autre manière dans laquelle vous payez,Décrivez l'autre manière dans laquelle vous payez,Décrivez l'autre manière dans laquelle vous payez,,,,,,"selected(${plotpay},'4')",,,,,,yes,
2,1,end group,,,,,,,,,,,,,,,,,,,,,,
3,1,begin group,5,,work,Labour, Travail,Travail,Travail,Travail,,,,,,,,,,,,,,
3,1,note,,,note_who_worked,"I will now ask questions about who worked on the plot, and in which seasons","D'abord, je vais vous poser questions sur qui a travaillé sur ce champ dans quatre phase de la saison agriculturel: labour/defrichage, semis/repiquage/hersage, sarclage, et racolte.","D'abord, je vais vous poser questions sur qui a travaillé sur ce champ dans quatre phase de la saison agriculturel: labour/defrichage, semis/repiquage/hersage, sarclage, et racolte.","D'abord, je vais vous poser questions sur qui a travaillé sur ce champ dans quatre phase de la saison agriculturel: labour/defrichage, semis/repiquage/hersage, sarclage, et racolte.","D'abord, je vais vous poser questions sur qui a travaillé sur ce champ dans quatre phase de la saison agriculturel: labour/defrichage, semis/repiquage/hersage, sarclage, et racolte.","D'abord, je vais vous poser questions sur qui a travaillé sur ce champ dans quatre phase de la saison agriculturel: labour/defrichage, semis/repiquage/hersage, sarclage, et racolte.",,,,,,,,,,,,,
3,1,select_multiple hhmem_list,2,,hhmem_plow,Which members worked on the plot during plowing?, Quels membres ont travaillé sur le champ pendant labour/defrichage?,Quels membres ont travaillé sur le champ pendant labour/defrichage?,Quels membres ont travaillé sur le champ pendant labour/defrichage?,Quels membres ont travaillé sur le champ pendant labour/defrichage?,Quels membres ont travaillé sur le champ pendant labour/defrichage?,,,,,,,,,,,,yes,
3,2,begin repeat,,,rpt_hhmem_plow,Agric labor PLOWING,Travail sur le champ,Travail sur le champ,Agric labor PLOWING,Travail sur le champ,Travail sur le champ,,,,,,"not(selected(${hhmem_plow},'21'))",,,,,,,count-selected(${hhmem_plow})
3,2,calculate,,,this_hhmem_plow,,,,,,,"selected-at(${hhmem_plow},if(position(..)-1<0,0, position(..)-1))",,,,,,,,,,,,
3,2,calculate,,,this_hhmem_plow_label,,,,,,,"jr:choice-name(${this_hhmem_plow}, '${hhmem_plow}')",,,,,,,,,,,,
3,2,note,1,,hhmem_plow_note,${this_hhmem_plow_label},${this_hhmem_plow_label},${this_hhmem_plow_label}, ${this_hhmem_plow_label}, ${this_hhmem_plow_label},${this_hhmem_plow_label},,,,,,,,,,,,,
3,2,integer,1,C.14.1,hhmem_plowjours,"During plowing, how many days did ${this_hhmem_plow_label} work?","Pendant labour/defrichage, combien de jours a travaillé ${this_hhmem_plow_label} ?","Pendant labour/defrichage, combien de jours a travaillé ${this_hhmem_plow_label} ?","1 During plowing, how many days did ${this_hhmem_plow_label} work?","C.14.1 Pendant labour/defrichage, combien de jours a travaillé ${this_hhmem_plow_label} ?","C.14.1 Pendant labour/defrichage, combien de jours a travaillé ${this_hhmem_plow_label} ?",,,,,,"not(selected(${hhmem_plow},'21'))",,.>0 and .<365,,,,yes,
3,2,integer,2,C.14.2,hhmem_plowhrsjour,"During plowing, how hours per days did ${this_hhmem_plow_label} work?","Pendant labour/defrichage, combien de heure par jours a travaillé ${this_hhmem_plow_label} ?","Pendant labour/defrichage, combien de heure par jours a travaillé ${this_hhmem_plow_label} ?","2 During plowing, how hours per days did ${this_hhmem_plow_label} work?","C.14.2 Pendant labour/defrichage, combien de heure par jours a travaillé ${this_hhmem_plow_label} ?","C.14.2 Pendant labour/defrichage, combien de heure par jours a travaillé ${this_hhmem_plow_label} ?",,,,,,"not(selected(${hhmem_plow},'21'))",,.>0 and .<25,,,,yes,
3,1,end repeat,,,,,,,,,,,,,,,,,,,,,,
3,1,select_one yes_no,2,,parjouryn_plow,Did you use hired labour, Avez-vous utilisé un travailleur journaillière sur ce champ pendant labour/defrichage?,Avez-vous utilisé un travailleur journaillière sur ce champ?,Avez-vous utilisé un travailleur journaillière sur ce champ pendant labour/defrichage?,Avez-vous utilisé un travailleur journaillière sur ce champ?,Avez-vous utilisé un travailleur journaillière sur ce champ?,,,,,,,,,,,,yes,
3,1,integer,3,,parjourdays_plow,How many days, Combien des homme-jours avez-vous utilisé les travailleur journaillières pendant labour/defrichage?,Combien des homme-jours avez-vous utilisé les travailleur journaillières pendant labour/defrichage?,Combien des homme-jours avez-vous utilisé les travailleur journaillières pendant labour/defrichage?,Combien des homme-jours avez-vous utilisé les travailleur journaillières pendant labour/defrichage?,Combien des homme-jours avez-vous utilisé les travailleur journaillières pendant labour/defrichage?,,,La dernier saison,La dernier saison,,${parjouryn_plow}='1',,,,,,yes,
3,1,integer,,,parjourhours_plow,How many hours,Combien de heure chaque jour ont-travaillé les travailleurs journaillières pendant labour/defrichage?,Combien de heure chaque jour ont-travaillé les travailleurs journaillières pendant labour/defrichage?,Combien de heure chaque jour ont-travaillé les travailleurs journaillières pendant labour/defrichage?,Combien de heure chaque jour ont-travaillé les travailleurs journaillières pendant labour/defrichage?,Combien de heure chaque jour ont-travaillé les travailleurs journaillières pendant labour/defrichage?,,,,,,${parjouryn_plow}='1',,.<24,,,,,
3,1,select_multiple hhmem_list,2,,hhmem_plant,Which members worked on the plot during planting?, Quels membres ont travaillé sur le champ pendant semis/repiquage/hersage?,Quels membres ont travaillé sur le champ pendant semis/repiquage/hersage?,Quels membres ont travaillé sur le champ pendant semis/repiquage/hersage?,Quels membres ont travaillé sur le champ pendant semis/repiquage/hersage?,Quels membres ont travaillé sur le champ pendant semis/repiquage/hersage?,,,,,,,,,,,,yes,
3,2,begin repeat,,,rpt_hhmem_plant,Agric labor PLANTING,"Travail sur le champ, semis/repiquage/hersage","Travail sur le champ, semis/repiquage/hersage",Agric labor PLANTING,"Travail sur le champ, semis/repiquage/hersage","Travail sur le champ, semis/repiquage/hersage",,,,,,"not(selected(${hhmem_plant},'21'))",,,,,,,count-selected(${hhmem_plant})
3,2,calculate,,,this_hhmem_plant,,,,,,,"selected-at(${hhmem_plant},if(position(..)-1<0,0, position(..)-1))",,,,,,,,,,,,
3,2,calculate,,,this_hhmem_plant_label,,,,,,,"jr:choice-name(${this_hhmem_plant}, '${hhmem_plant}')",,,,,,,,,,,,
3,2,note,1,,hhmem_plant_note,${this_hhmem_plant_label},${this_hhmem_plant_label},${this_hhmem_plant_label}, ${this_hhmem_plant_label}, ${this_hhmem_plant_label},${this_hhmem_plant_label},,,,,,,,,,,,,
3,2,integer,1,C.14.1,hhmem_plantjours,"During plowing, how many days did ${this_hhmem_plant_label} work?","Pendant semis/repiquage/hersage, combien de jours a travaillé ${this_hhmem_plant_label} ?","Pendant semis/repiquage/hersage, combien de jours a travaillé ${this_hhmem_plant_label} ?","1 During plowing, how many days did ${this_hhmem_plant_label} work?","C.14.1 Pendant semis/repiquage/hersage, combien de jours a travaillé ${this_hhmem_plant_label} ?","C.14.1 Pendant semis/repiquage/hersage, combien de jours a travaillé ${this_hhmem_plant_label} ?",,,,,,"not(selected(${hhmem_plant},'21'))",,.>0 and .<365,,,,yes,
3,2,integer,2,C.14.2,hhmem_planthrsjour,"During plowing, how hours per days did ${this_hhmem_plant_label} work?","Pendant semis/repiquage/hersage, combien de heure par jours a travaillé ${this_hhmem_plant_label} ?","Pendant semis/repiquage/hersage, combien de heure par jours a travaillé ${this_hhmem_plant_label} ?","2 During plowing, how hours per days did ${this_hhmem_plant_label} work?","C.14.2 Pendant semis/repiquage/hersage, combien de heure par jours a travaillé ${this_hhmem_plant_label} ?","C.14.2 Pendant semis/repiquage/hersage, combien de heure par jours a travaillé ${this_hhmem_plant_label} ?",,,,,,"not(selected(${hhmem_plant},'21'))",,.>0 and .<25,,,,yes,
3,1,end repeat,,,,,,,,,,,,,,,,,,,,,,
3,1,select_one yes_no,2,,parjouryn_plant,Did you use hired labour, Avez-vous utilisé un travailleur journaillière sur ce champ pendant semis/repiquage/hersage?,Avez-vous utilisé un travailleur journaillière sur ce champ pendant semis/repiquage/hersage?,Avez-vous utilisé un travailleur journaillière sur ce champ pendant semis/repiquage/hersage?,Avez-vous utilisé un travailleur journaillière sur ce champ pendant semis/repiquage/hersage?,Avez-vous utilisé un travailleur journaillière sur ce champ pendant semis/repiquage/hersage?,,,,,,,,,,,,yes,
